Account_ID,Customer_ID,Account_Type,Average_Balance,Monthly_Expenses,Monthly_Savings,EMI,Loan_Amount,Credit_Score,Debt_to_Income_Ratio,Number_of_Accounts,Digital_Banking_Usage,Mobile_App_Usage,ATM_Transactions,Online_Transactions
ACC202279,CUST102348,Current,,5682.44,2362.92,0,0,550,0,1,100,100,4,43
ACC200659,CUST101204,Savings,26464.13,3234.08,4725.76,0,0,637,0,1,56,68,14,31
ACC202430,CUST104969,Salary,10095.93,3974.37,1831.05,,0,536,0.01,,97,,8,40
ACC203751,CUST104427,,132783.02,29338.17,34948.14,0,0,613,0,1,49,46,15,22
ACC202528,CUST101284,Savings,235273.86,66354.94,69154.93,0,,674,0,1,66,38,15,
ACC204357,CUST100137,Savings,87888.65,15283.21,17358.18,0,0,687,0,1,45,23,11,15
ACC200642,CUST102749,Savings,62212.43,24261.27,8541.11,15267.45,464448.89,573,0.33,1,92,100,10,37
ACC200168,CUST103008,Savings,52725.78,16214.7,9583.35,,0,625,0,4,27,18,22,9
ACC201517,CUST101288,Salary,167680.84,82158.08,18477.34,48454.24,3691865.68,615,0.4,1,,79,12,27
ACC201800,CUST101334,Salary,352984.03,40417.05,59431.34,0,0,638,0.06,1,62,76,13,28
ACC203394,CUST102507,NRI,10309.92,1988.72,1756.6,0,0,502,0,2,75,96,12,28
ACC201917,CUST103638,Savings,23247.21,42671.87,-12165.29,30807.35,1360157.55,578,0.49,2,96,95,10,43
ACC200272,CUST104917,Savings,156422.87,44173.19,24686.18,9469.72,612985.68,628,0.15,2,97,96,8,46
ACC202468,CUST103193,Salary,27627.69,31560.88,-8694.68,,1727059,591,0.71,1,86,92,8,28
ACC204724,CUST102205,Savings,9778.04,44584.15,-18356.16,58825.16,4108175.49,476,0.71,4,59,71,8,20
ACC201066,CUST102168,Salary,286375.15,101654.4,71062.61,0,0,645,0,1,,46,12,26
ACC200494,CUST100577,Salary,21796.28,113463.15,-6317.05,60401.3,3859608.05,,0.35,2,93,91,3,31
ACC201912,CUST101780,Savings,138579.71,35987.83,36121.31,0,0,690,0.04,4,33,38,14,15
ACC203646,CUST100957,Savings,252927.62,34853.47,37714.65,11965.78,,646,0.15,2,31,13,8,9
ACC200038,CUST104966,,189913.91,132031.35,-1000928.65,1159205.18,13193860.56,539,1.5,1,29,45,12,9
ACC200306,CUST104692,Savings,39976.91,30260.26,10648.43,0,0,652,0,3,78,74,,32
ACC203740,CUST104837,Salary,32698.01,64544.69,-32797.52,64015.82,732219.66,590,0.71,3,94,85,11,37
ACC204102,CUST101205,Savings,12597.4,70553.12,-52512.49,81108.72,3636678.27,496,,1,73,78,15,36
ACC203152,CUST101273,Salary,36862.2,38046.87,-4202.74,50157.37,2167928.04,595,,2,73,70,10,37
ACC202829,CUST100649,Fixed Deposit Linked,348148.33,34287.09,51325.67,0,0,,0.01,2,84,71,7,29
ACC200781,CUST102240,Savings,14790.65,9339.24,2012.22,0,0,593,0,2,100,100,8,46
ACC200534,CUST103749,Savings,114861.71,437504.29,-1145341.05,1536341.45,17346677.55,448,1.5,2,58,69,11,25
ACC200583,CUST103921,Salary,154857.1,39742.05,44637.26,0,0,587,0.02,2,87,88,6,35
ACC204143,CUST100094,Current,236903.36,40712.59,37858.76,0,0,645,0,3,57,42,8,20
ACC203796,CUST104270,Salary,49060.14,79513.87,-257843.24,319200.02,3573360.49,494,1.5,3,80,98,7,41
ACC204785,CUST103723,Current,970454.53,941764.8,-830072.53,1475679.57,105236567.6,526,0.92,4,48,55,11,20
ACC204891,CUST104493,,64515.55,68780,9277.73,26716.71,2113389.85,544,,1,88,96,12,34
ACC202861,CUST104229,Salary,27018.76,41836.3,-39656.96,66118.43,2107526.18,454,1,3,73,,,30
ACC200316,CUST101803,NRI,4247.77,2167.52,1061.83,0,0,548,0,1,67,71,,21
ACC202197,CUST102818,Fixed Deposit Linked,30522.22,43621.42,-53362.99,86124.11,964617,572,1.13,3,79,84,8,36
ACC202564,CUST102176,Salary,142741.34,40538.54,45743.13,0,0,646,0,4,74,69,,47
ACC204508,CUST103324,Fixed Deposit Linked,861266.54,64901.89,81713.24,0,0,638,,1,87,72,9,26
ACC204782,CUST104090,Salary,108008.29,80407.97,20121.4,17992.07,,618,0.17,,99,59,9,28
ACC201794,CUST102036,Salary,190060.81,39302.56,33258.16,0,0,645,0,4,58,77,8,27
ACC204655,CUST100876,Savings,252386.13,300944.02,-594584.25,1015777.59,21318707.59,560,1.4,3,66,69,11,20
ACC204640,CUST101150,Salary,213091.42,89418.01,35445.41,0,0,686,0,2,97,82,8,34
ACC200271,CUST101261,NRI,66971.89,123757.63,-155228.41,311923.4,9903491.86,471,1.15,2,72,83,5,34
ACC200548,CUST103626,Current,4704369.84,306654.87,354659.77,0,0,658,0.04,,75,65,11,37
ACC201692,CUST102314,Savings,44151.18,59713.37,-37253.76,94508.12,2929691.95,546,,2,75,51,11,42
ACC203525,CUST103904,Salary,109135.48,121946.56,5514.05,,6741918.72,677,0.33,3,85,90,11,45
ACC203012,CUST101381,Savings,71033.01,,10942.41,0,0,630,0.03,5,47,18,9,9
ACC204793,CUST101802,Salary,3877.04,6222.16,-4940.64,6376.89,71163.03,460,0.79,2,99,92,15,44
ACC202390,CUST102249,Savings,3375.86,2518.82,809.13,0,0,650,0,1,79,77,11,31
ACC203876,CUST101301,Salary,162210.45,88478.29,46364.49,0,0,739,0.02,2,89,85,7,
ACC200894,CUST104453,Salary,116953.96,40160.3,31349.32,0,0,701,0,2,39,43,13,25
ACC201999,CUST103209,Savings,,40731.41,26277.88,0,0,630,0,2,93,100,6,
ACC202122,CUST103371,Savings,19767.28,61659.75,-51856.74,77635.15,1677386.68,545,0.9,2,65,59,13,24
ACC204157,CUST100950,Savings,150599.24,60875.04,21569.04,0,0,644,0,2,59,65,11,25
ACC201247,CUST102478,Savings,430556.84,127646.97,110327.05,0,0,745,0.01,3,63,43,13,26
ACC201259,CUST100506,Fixed Deposit Linked,287955.2,18591.48,26548.65,0,0,638,0,2,,10,16,10
ACC200809,CUST104918,Salary,72959.68,17789.59,12950.36,0,0,707,0,3,,42,11,30
ACC201049,CUST104688,Savings,10945.12,28779.84,-60856.67,,1076507.38,508,1.5,,76,70,9,31
ACC201878,CUST103633,Salary,256261.79,38413.88,48673.13,0,,678,,3,69,84,9,
ACC202879,CUST103541,Salary,195950.62,,40608.88,15026.5,1421528.9,666,0.13,2,,52,16,18
ACC200107,CUST101335,Savings,3956.73,1927.16,1163.09,0,0,605,0,1,100,90,10,36
ACC200673,CUST100765,Savings,255625.79,42508.97,72932.66,0,0,647,0.05,2,91,77,14,36
ACC204470,CUST101958,Salary,157106.91,72564.05,49112.98,0,0,700,0.03,2,85,76,14,31
ACC204297,CUST102075,Salary,93319.11,76942.06,20415.61,37722.27,3391874.22,702,0.27,1,67,63,12,15
ACC201532,CUST101315,NRI,37237.8,30334.9,-59618.59,111212.47,2422417.64,526,1.36,3,95,79,9,27
ACC201855,CUST103765,Savings,96418.9,17371.21,21306.4,6974.2,573154.92,548,0.15,2,54,26,15,14
ACC200211,CUST100999,Fixed Deposit Linked,15667.63,4711.92,1726.72,0,0,,0,2,100,97,5,42
ACC203147,CUST101441,Current,91384.8,121718.8,-225205.95,360042.89,11270715.49,509,1.32,4,85,69,9,27
ACC202256,CUST104323,Fixed Deposit Linked,277918.81,360008.68,-316792.69,858480.13,,628,0.99,3,65,53,19,24
ACC202105,CUST104832,Salary,149895.95,19921.84,22115.9,12748.54,761379.06,633,0.22,4,56,44,10,22
ACC203268,CUST101109,Current,1260111.62,120317.82,137356.06,0,0,676,0.05,4,50,57,17,27
ACC204766,CUST100253,Salary,2907.38,2245.84,884.88,0,0,563,0.03,4,91,66,9,24
ACC201973,CUST104952,Fixed Deposit Linked,478066.77,32494.32,43260.6,0,0,,0,1,100,86,10,47
ACC201501,CUST102115,Salary,35810.84,75990.4,-215151.84,245142.77,2805042.04,528,1.5,2,59,80,9,33
ACC204182,CUST102190,Savings,18606.65,13561.39,2263.79,6023.22,353481.45,619,0.24,1,40,61,12,16
ACC200646,CUST103018,Savings,218225.87,35408.45,49817.43,0,0,640,0.03,2,54,61,12,27
ACC203633,CUST102973,Current,540216.05,335444.7,-51633.24,288728.81,22999742.38,553,0.44,3,79,77,12,36
ACC200771,CUST101173,Savings,197356.62,21015.3,38539.97,0,0,737,0,4,50,59,12,20
ACC200703,CUST102669,Savings,81042.31,18784.72,21890.38,0,0,572,0,1,6,26,21,6
ACC203587,CUST103805,Salary,113977.38,38728.52,23019.76,0,0,615,0.03,1,100,95,14,35
ACC201249,CUST104180,Current,260751.15,23424.84,31279.91,0,0,616,0.02,3,19,26,11,7
ACC202472,CUST104019,Savings,273449.72,37829.57,47074.65,0,0,699,0,4,38,42,9,11
ACC201860,CUST101992,Savings,3070.88,1674.31,830.62,343.49,32097.03,528,0.08,3,87,,10,41
ACC200709,CUST103559,Fixed Deposit Linked,30497.51,6610.52,6547.85,0,0,548,0,3,100,67,7,30
ACC202672,CUST102812,Fixed Deposit Linked,20231.27,24273.33,-74407.94,86778.14,984913.07,473,1.5,2,26,20,17,9
ACC201461,CUST102344,Savings,537973.53,252833.38,116350.18,0,0,720,0.02,2,61,34,20,16
ACC201484,CUST101238,Savings,174675.11,45547.14,,0,0,686,0,3,96,57,23,24
ACC202545,CUST100844,Savings,10002.09,3143.84,1626.86,0,0,592,0.04,5,56,35,16,13
ACC200230,CUST100653,,239062.08,66491.62,36291.37,0,0,664,0.04,4,77,90,7,24
ACC201356,CUST101172,Savings,289418.05,52414.47,58741.73,0,0,693,0,2,99,100,12,36
ACC203011,CUST100516,Savings,41748.86,53853.37,-8305.53,47836.36,2198784.64,620,0.57,4,74,82,,31
ACC200851,CUST100019,Salary,231252.59,54851.91,39267.2,,0,651,0,1,75,77,9,41
ACC201004,CUST104193,Salary,30763.85,59398.8,-31871.03,63449.7,3846920.47,519,0.69,3,85,74,5,41
ACC201996,CUST103100,Current,633095.96,60884.82,71259.3,0,0,665,0,1,83,97,7,43
ACC201834,CUST102407,Savings,20094.36,42464.97,-144805.57,189051.18,,507,1.5,1,89,95,5,47
ACC203973,CUST101858,Salary,207697.71,48201.37,51333.31,0,0,656,0.01,3,93,93,8,46
ACC201316,CUST103459,Salary,8272.45,31010.27,-23301.26,35740.88,402530.83,475,0.82,3,92,75,13,38
ACC203327,CUST102246,Savings,47870.17,30391.36,12670.77,0,0,660,0,3,76,94,10,34
ACC201623,CUST101114,Savings,25602.68,52588.95,-6229.34,28539.61,1319587.32,604,0.39,1,,100,8,32
ACC201480,CUST104512,Savings,143611.76,90969.13,12516.64,110210.1,6327988.33,635,0.54,2,97,63,,24
ACC203833,CUST102969,Savings,109692.48,45575.78,22113.39,18431.97,1990613.49,670,0.22,1,64,,4,24
ACC201278,CUST102916,Savings,14535.27,16523.67,611.54,23081.25,1009508.79,606,0.51,2,80,47,9,24
ACC203080,CUST104089,Salary,78942.97,122727.57,-93018.3,145077.97,7060315.24,533,0.87,4,83,66,8,
ACC201823,CUST100209,Salary,98751.99,,17477.8,0,0,646,0.02,4,86,,5,30
ACC201053,CUST102512,Salary,244274.49,120482.75,46391.51,0,0,674,0.02,2,83,62,6,27
ACC204145,CUST102891,Salary,20196.1,89267.47,-49187.9,104121.03,5788964.63,605,0.71,2,53,,8,24
ACC200475,CUST102817,Savings,68678.68,20796.69,22272.52,0,0,680,0,2,,27,22,12
ACC202282,CUST100581,,16115.82,63122.15,-29646.67,53221.49,2564198.2,525,0.6,1,93,88,10,24
ACC203711,CUST100136,Fixed Deposit Linked,177171.8,49826.67,35050.05,0,0,,0.02,2,74,86,13,29
ACC203146,CUST102979,Current,604745.3,236234.86,,107912.72,9044050.27,650,0.3,3,77,68,13,28
ACC200335,CUST100893,Savings,350162.08,49266.62,58148.79,0,0,633,0,3,70,68,14,28
ACC202617,CUST102202,Current,897124,107936.41,141355.77,0,0,682,0.04,1,68,52,12,22
ACC203662,CUST100310,Salary,151950.07,40254.82,52647.67,0,0,689,0,3,47,29,10,13
ACC200088,CUST104797,,101961.46,37563.01,28585.68,0,0,649,0,2,43,25,13,10
ACC200874,CUST103478,Savings,162060.26,19687.86,27523.64,0,0,622,0,3,,62,10,23
ACC200543,CUST104534,Savings,307175.64,,-2286074.34,2753884.33,60573507.53,556,1.5,2,82,72,8,22
ACC203000,CUST104544,Salary,184331.39,57973.24,52224.02,0,,667,0.01,4,87,81,11,39
ACC202760,CUST102892,Salary,15491.14,7277.75,3629.78,0,0,538,0,4,,65,6,21
ACC204979,CUST101082,,154654.62,24508.92,30468.73,0,0,605,0.01,2,45,13,13,10
ACC201880,CUST104505,Savings,14152.49,6846.73,3007.75,0,0,688,0,2,89,77,6,36
ACC204894,CUST103840,Savings,29480.66,34857.71,-42424.3,92483.76,1974556.56,501,1.09,4,82,89,14,29
ACC200926,CUST103894,Fixed Deposit Linked,38937.95,61539.71,-20653.35,124995.76,5817694.48,609,0.74,2,57,65,,22
ACC200319,CUST103535,Savings,108382.32,50093.15,22927.98,0,0,726,0,3,82,85,11,31
ACC200878,CUST101583,Salary,77540.81,243464.3,-129599.63,288867.79,14039517.44,515,0.71,3,77,61,14,35
ACC203994,CUST102972,Fixed Deposit Linked,133760.78,442211.93,-239299.79,463100.54,,536,0.69,3,87,47,5,23
ACC203246,CUST102169,Fixed Deposit Linked,219929.84,350442.03,-151467.93,335710.65,24980205.9,575,0.65,4,54,27,16,18
ACC203078,CUST104455,Current,406302.74,43942.39,39297.14,7985.32,772081.42,629,0.08,4,72,78,13,31
ACC203761,CUST101458,Current,171804.07,131981.27,-452818.05,511605.99,5757492.71,478,,4,59,46,9,19
ACC204610,CUST101635,,13285.05,2613.33,2185.77,0,0,592,0,2,,85,9,31
ACC204234,CUST101917,Savings,1077337.3,333476.79,331909.04,0,0,650,0,2,70,62,13,39
ACC204259,CUST102870,Savings,222735.63,107877.93,37259.49,0,0,612,0.02,2,97,64,8,30
ACC201618,CUST100245,Savings,26446.87,40733.19,-57292.98,87839.15,2643325.11,523,1.26,3,73,70,8,35
ACC203726,CUST101561,Salary,116217.73,36566.64,17879.4,19827.02,1080571.05,609,0.28,2,79,62,11,27
ACC204849,CUST103743,Salary,11072.57,19032.83,974.28,26652.46,573942.1,513,0.56,1,100,87,10,37
ACC201045,CUST101666,Salary,17257.49,45708.02,-68610.69,86714.66,974152.4,499,1.31,3,70,,14,17
ACC201750,CUST103976,Savings,10544.85,33991.52,-46289.72,61497.6,1838208.39,369,1.23,3,81,79,7,38
ACC203878,CUST104814,Savings,304259.71,61230.86,65471.31,0,0,590,0.01,3,82,84,7,32
ACC203917,CUST103070,Fixed Deposit Linked,305377.24,60329.75,37836.88,0,0,677,0,4,63,57,14,26
ACC201043,CUST101822,Savings,4738.35,1873.09,990.02,1190.41,54184.28,521,0.32,3,98,97,4,37
ACC203010,CUST101518,Current,18244.69,4193.34,2263.04,0,0,541,0,2,96,91,7,38
ACC203290,CUST104272,Salary,13115.36,3177.38,2358.33,0,0,526,0.01,2,91,95,,36
ACC202064,CUST101398,Salary,78144.86,101458.12,-277229.36,378088.46,4309249.14,501,,3,77,82,8,47
ACC202964,CUST101624,Current,20552.54,2094.03,1553.46,0,0,525,0,2,89,50,12,26
ACC200641,CUST103103,Fixed Deposit Linked,110710.83,110856.56,-16501.45,89767.42,5830898.15,632,0.48,2,84,93,7,43
ACC200137,CUST103557,Savings,224874.25,36210.73,50390.44,0,0,609,0,2,52,15,12,14
ACC200880,CUST101718,Salary,203135.35,51648.49,33706.22,0,0,640,0,1,73,58,11,24
ACC201976,CUST100178,Fixed Deposit Linked,50110.55,55390.33,-1735.4,32678.17,,613,0.41,3,65,62,11,
ACC201581,CUST104250,Savings,55696.53,9352.26,13889.17,0,0,,0.01,2,40,27,16,10
ACC201097,CUST101027,Savings,5730.27,4826.44,1515.46,0,0,607,0,1,96,77,12,33
ACC204673,CUST100971,,37097.71,112136.47,-104867.67,162409.59,5091540.19,442,0.92,,73,79,17,20
ACC201392,CUST102850,Savings,454634.62,57257.19,71988.91,0,0,674,0,3,62,58,13,27
ACC202083,CUST100839,Savings,3720.88,1735.96,836.77,0,0,604,,2,85,100,7,39
ACC201266,CUST103423,Current,258464.28,16663.63,,0,0,695,0.01,3,19,15,15,4
ACC204231,CUST100901,Salary,32590.05,71894.04,-9739.3,45728.48,3571775.86,582,0.42,3,86,89,9,40
ACC202574,CUST103257,Savings,115351.65,36977.72,21457.12,0,0,663,0.03,3,87,82,6,31
ACC202135,CUST102867,Salary,95719.03,,22647.24,16196.5,1321810.3,681,0.18,3,79,84,8,32
ACC201503,CUST101146,Savings,17966.82,4627.21,3173.63,,0,597,0.02,2,87,97,7,33
ACC203367,CUST101710,Savings,229908.78,40417.39,43272.98,19327.73,1968585.12,614,0.22,3,84,51,11,24
ACC203729,CUST103726,Savings,44302.6,85730.59,-80298.63,150822.84,4724519.42,516,0.94,3,84,74,15,28
ACC200148,CUST102887,Salary,2682.62,,390.82,0,0,548,0,3,99,87,7,39
ACC200303,CUST101405,Savings,5457.92,4462.27,514.36,0,0,577,0,,92,100,7,50
ACC201924,CUST100048,Current,17082.27,6698.16,2074.03,0,0,,0.01,1,99,64,5,36
ACC204770,CUST101648,Fixed Deposit Linked,195557.63,50681.79,30145.33,0,0,675,0.03,3,83,85,9,33
ACC202637,CUST102310,Savings,296725.52,48130.89,88434.41,0,0,666,,2,52,63,18,19
ACC201904,CUST101800,Savings,172318.8,,13738.22,86145.44,2619357.04,652,0.44,4,70,52,11,25
ACC204664,CUST103261,Fixed Deposit Linked,30812.01,4403.57,2757.88,0,0,650,0.02,1,62,52,10,24
ACC204294,CUST101976,Salary,15987.32,57988.29,-179157.76,238471.07,,550,,4,71,68,12,31
ACC203842,CUST100609,Salary,167337.61,107610.63,44939.49,0,0,672,0,2,95,78,10,28
ACC204437,CUST100357,,36319.64,16729.79,4884.18,19638.56,939340.21,654,0.45,3,77,82,10,38
ACC201768,CUST104037,Savings,9836.72,1926.01,1544.56,0,0,,0,3,100,71,17,43
ACC202875,CUST101798,Salary,31440.99,40654.35,-85170.85,127644.05,2716730.67,527,1.5,1,100,78,9,35
ACC202240,CUST102543,Fixed Deposit Linked,500,1500,-520.44,0,0,627,0,4,90,87,15,41
ACC204981,CUST102904,Current,789581.77,557178.29,-4254402.34,4552421.14,50981426.79,503,1.5,1,72,29,11,24
ACC200483,CUST103347,Salary,47703.06,58877.06,-455776.83,536238.96,6089939.75,515,1.5,1,93,88,7,29
ACC201280,CUST101448,Savings,256165.69,57024.51,,0,0,622,0,1,87,100,7,43
ACC203680,CUST104101,Fixed Deposit Linked,18991.9,3641.02,2598.7,0,0,,0.01,1,92,96,7,34
ACC200791,CUST101721,Savings,1870.29,3710.87,352.09,0,0,558,0,1,96,100,7,40
ACC201201,CUST102073,Savings,112976.31,30546.44,30104.5,8771.09,704609.96,,,4,55,74,9,35
ACC203912,CUST104533,Salary,57705.9,30618.4,10780.11,0,0,651,0.06,5,73,85,11,46
ACC202362,CUST100739,Savings,21264.88,43611.26,-48010.62,63455.84,2006308.84,473,1.09,2,79,83,14,32
ACC203069,CUST101579,Savings,46877.7,104650.28,-47567.19,101704.47,,556,0.63,1,82,45,7,27
ACC203429,CUST101435,Salary,82843.85,20303.25,15857.12,15661.79,1267114.59,577,0.29,2,94,100,12,27
ACC204947,CUST103152,Savings,81079.24,137435.34,-38360.86,106606.33,5847780.48,505,0.5,4,86,50,8,33
ACC204837,CUST104947,Salary,68535.81,40451.28,16687.47,48611.16,3219403.53,595,0.48,1,90,78,10,22
ACC202591,CUST100464,Fixed Deposit Linked,65464.31,69119.13,1543.86,33493.85,1924736.38,619,0.34,1,91,100,7,43
ACC202710,CUST103244,Savings,,4192.79,542.71,0,,550,0,1,100,87,4,32
ACC201529,CUST101702,Savings,11187.13,26223.29,-67164.88,78007.06,879786.75,581,1.5,2,,41,13,15
ACC202809,CUST102601,Fixed Deposit Linked,498735,319784.19,-41806.41,580212.14,49459242.72,607,0.69,4,70,57,14,22
ACC200685,CUST104403,,429956.72,54347.57,91101.69,0,0,697,0,2,66,55,16,26
ACC201551,CUST102091,Salary,52093.41,95218.73,-8159.7,56133.81,2447280.92,704,0.41,3,77,67,15,27
ACC204255,CUST101063,Savings,250783.09,650585.54,-317370.41,589814.55,37282369.35,548,0.63,3,77,97,12,28
ACC203871,CUST100441,Fixed Deposit Linked,79687.03,91611.38,-193286.47,243771.52,5087999.47,567,1.5,2,95,86,7,
ACC200560,CUST104281,Savings,775071.09,239720.14,201253.33,0,0,644,0,2,100,66,11,42
ACC202250,CUST102755,Savings,229525.18,45781.13,55811.9,0,0,624,0,3,88,70,9,27
ACC204681,CUST100524,Fixed Deposit Linked,162158.19,45634.78,30557.26,11072.56,992580.9,649,0.19,3,74,58,11,29
ACC203500,CUST104431,Savings,65268.51,28569.44,10389.72,28085.55,1286303.96,,0.41,3,69,36,14,
ACC202689,CUST104709,Current,1004183.41,242314.39,174267.61,0,0,637,0.06,2,95,94,8,42
ACC204208,CUST104332,Fixed Deposit Linked,206346.48,143486.58,9233.58,65329.2,6696768.7,629,0.31,4,54,53,13,18
ACC204870,CUST102693,Salary,271648.17,64338.72,84228.82,0,0,661,0.02,2,94,95,7,32
ACC203379,CUST104401,Savings,32219.5,105832.77,-46674.11,112160.33,3387583.31,657,,,65,,20,24
ACC203193,CUST101927,Salary,74197.1,114549.15,-28058.53,79406.97,2354463.17,581,0.47,2,100,71,7,36
ACC201446,CUST102555,Savings,319858.2,150191.87,48679.67,0,0,621,0,2,83,85,8,25
ACC201952,CUST101745,Salary,235236.38,34869.66,43941.25,13580.1,808182.2,657,0.15,,71,64,12,17
ACC200922,CUST101330,Fixed Deposit Linked,8790.13,8930.13,722.99,0,0,541,,2,100,96,9,37
ACC201624,CUST100063,Fixed Deposit Linked,342532.11,32898.09,32436.37,0,0,712,0,3,62,63,11,21
ACC200310,CUST103114,Salary,170587.82,64415.95,22440.66,0,0,634,0.02,3,83,81,12,26
ACC201319,CUST100783,Salary,8110.53,32899.6,-25804.99,37100.7,1998297.47,494,0.82,1,75,50,10,28
ACC203531,CUST101486,Salary,144544.45,22588.3,23678.86,0,0,640,0.01,5,93,72,16,29
ACC201663,CUST101873,Current,2451595.93,,307851.53,0,0,702,0,6,82,55,11,28
ACC200815,CUST103165,Fixed Deposit Linked,210308.28,66502.58,46800.47,0,0,709,0,2,91,94,14,29
ACC204538,CUST100595,Savings,3096.8,2451.88,677.57,0,0,586,0.03,3,96,98,13,34
ACC202266,CUST104848,,715862.69,469048.73,46382.32,466861,41751324.42,565,0.44,4,83,80,10,35
ACC201473,CUST101426,Salary,10137.57,64179.28,-22498.68,52454.55,4252686.78,516,0.62,3,84,94,8,39
ACC201773,CUST100194,NRI,77829.39,143184.41,-11880.44,,6528410.12,644,0.37,3,93,85,13,46
ACC204623,CUST101679,Savings,158248.54,70209.65,28699.89,0,0,684,0,1,51,61,19,20
ACC201093,CUST103683,Current,226727.03,300311.48,-100085.81,261727.82,11250663.19,596,0.57,2,82,70,8,33
ACC204176,CUST104033,Savings,193103.3,74096,37936.54,0,0,676,0.04,4,54,,11,16
ACC201950,CUST102242,Savings,78056.21,129729.18,-315582.27,360355.56,4048080.22,459,1.5,4,54,46,13,18
ACC203884,CUST102573,Salary,134504.13,30164.55,32041.24,0,0,659,0,1,100,100,5,39
ACC204522,CUST102938,Salary,61919.58,35835.71,14040.44,30657.31,1890469.52,603,0.42,3,70,76,10,45
ACC204680,CUST102950,Savings,48198.19,50991.41,8523.76,7795.69,354229.37,624,0.08,2,66,79,10,26
ACC202800,CUST101922,Salary,378970.36,111273.96,65173.54,0,0,748,0,1,62,75,11,27
ACC201239,CUST100247,Current,172587.54,19372.66,,0,0,686,0,4,44,38,16,20
ACC200329,CUST104255,Savings,119965.08,56288.66,23269.67,0,0,671,0,1,,54,16,18
ACC203102,CUST102046,Fixed Deposit Linked,79591.5,150604.78,-64389.87,139984.18,7659698.54,565,0.57,3,33,38,16,
ACC200242,CUST104092,Savings,15706.39,36242.61,-26430.92,58697.41,2813587.71,461,0.81,1,82,71,13,22
ACC204689,CUST104057,Salary,17783.62,31752.98,-96076.69,126296.86,2749545.98,498,1.5,4,82,47,12,22
ACC202257,CUST101105,Current,7048786.09,588385.26,645618.42,0,0,701,0.01,3,88,81,9,
ACC202818,CUST101577,Current,1372615.76,98938.86,139513.87,0,0,744,0.06,4,75,84,11,23
ACC203824,CUST101845,Current,337779.78,23251.11,26451.19,0,,641,0,1,37,27,18,15
ACC200753,CUST104826,Current,138784.14,78918.01,-383166.91,479129.85,5429433.98,516,1.5,1,63,78,13,
ACC201563,CUST102337,Salary,3713.66,2293.97,1106.03,0,0,624,0.02,2,100,99,14,43
ACC201934,CUST102389,NRI,39410.57,17401.61,7836.57,6739.97,395775.18,569,0.22,2,44,10,16,9
ACC204798,CUST102976,Salary,192555.02,28388.34,53101.12,0,0,701,0.04,2,87,58,5,35
ACC203493,CUST104894,Savings,,70941.9,,52904.11,1685067.38,599,0.35,3,92,68,6,32
ACC203022,CUST104238,Savings,44831.07,72091.45,-16478.81,42752.78,4297115.28,540,0.4,1,70,66,17,29
ACC202648,CUST101079,Fixed Deposit Linked,342050.18,26522,41970.95,6386.95,665702.38,631,0.09,2,30,55,17,13
ACC201856,CUST100430,Savings,,50709.91,57253.02,0,0,575,0,2,71,69,10,29
ACC203563,CUST101776,Savings,41652.82,26115.25,7024.82,9920.48,608930.09,632,0.24,3,36,30,21,10
ACC201964,CUST101515,Savings,10717.96,5724.09,3106.7,0,0,538,0,1,86,81,9,25
ACC201013,CUST103802,Fixed Deposit Linked,16728.28,29344.03,-6058.41,43194.42,2719175.01,487,0.69,2,99,72,9,37
ACC201427,CUST103128,Savings,53854.65,4307.77,8156.13,0,0,580,0,2,,61,14,20
ACC203322,CUST103820,Salary,8015.36,3683.53,2058.99,0,0,548,0.02,1,100,93,13,36
ACC201295,CUST104868,Savings,170348.56,45650.73,26936.22,0,0,659,0,2,20,21,18,6
ACC200466,CUST102680,Salary,9976.94,34083.45,-1955.62,37732.11,1669642.28,608,0.53,2,100,77,,38
ACC204028,CUST102262,Salary,103161.06,21060.41,16666.94,12769.52,1169481.95,569,0.22,2,77,79,5,26
ACC200174,CUST100472,,149970.83,14036.78,23182.88,0,0,709,0.08,3,31,29,15,10
ACC200277,CUST102727,Fixed Deposit Linked,879721.49,571512.71,75344.24,652443.07,57050223.38,617,0.52,2,60,63,12,
ACC201069,CUST100205,Savings,13506.49,7175.38,2794.88,0,0,635,0,2,58,62,12,27
ACC201548,CUST100695,Savings,32040.09,88622.34,-96188.87,153885.37,1760202.45,468,1.04,3,56,87,11,22
ACC201024,CUST101784,Savings,7417.15,21252.71,-8526.87,41819.73,474260.16,490,,3,85,100,9,48
ACC202834,CUST103741,NRI,273314.42,208560.17,41409.73,142734.75,12770848,642,0.29,2,57,60,14,18
ACC201466,CUST101894,,203395.75,222682.7,-599084.31,815477.83,17914575.19,,1.5,2,,83,16,21
ACC201713,CUST103467,Salary,31707.29,62739.96,-4198.19,41432.92,1243009.65,573,0.49,1,94,74,9,34
ACC203424,CUST100988,Current,273888.88,15187.66,24557.61,0,0,615,0.02,,40,37,20,21
ACC202611,CUST100509,Salary,,70350.39,-1668.75,120738.62,7070721.71,572,0.64,2,61,57,11,30
ACC200388,CUST101242,Fixed Deposit Linked,745185.88,138668.24,76434.92,0,0,764,0.01,1,76,70,4,29
ACC202070,CUST104507,Current,97670.92,51502.36,13985.24,56552.57,1180998.17,607,0.44,3,71,39,13,27
ACC203970,CUST102490,,87479.86,40265.05,20186.78,0,0,629,0.03,2,57,77,2,28
